comuna,ica,fecha,id
comuna 13,30,2024-06-25,46736
comuna 13,96,2024-01-30,8043
comuna 12,59,2024-01-30,191
comuna 6,31,2024-06-25,34003
comuna 10,99,2024-07-31,8539
comuna 16,55,2024-01-30,8589
comuna 4,30,2024-07-31,46299
comuna 14,72,2024-06-23,22414
comuna 2,51,2024-06-25,45169
comuna 13,84,2024-07-31,48442
comuna 14,22,2024-01-30,14936
comuna 2,38,2024-06-25,289
comuna 11,37,2024-07-31,22322
comuna 2,67,2024-06-25,34960
comuna 12,77,2024-07-31,30987
comuna 1,53,2024-06-25,22787
comuna 12,66,2024-01-30,19752
comuna 16,72,2024-07-31,34573
comuna 16,74,2024-07-31,4100
comuna 5,94,2024-06-25,8325
comuna 1,22,2024-01-30,5897
comuna 4,23,2024-06-25,17218
comuna 16,68,2024-06-23,23880
comuna 15,53,2024-07-31,7371
comuna 12,66,2024-06-23,40085
comuna 16,93,2024-07-31,28613
comuna 3,50,2024-01-30,10200
comuna 1,30,2024-07-31,5864
comuna 9,83,2024-06-25,47176
comuna 13,98,2024-06-23,49220
comuna 11,98,2024-06-25,25377
comuna 13,68,2024-07-31,11154
comuna 16,50,2024-07-31,14462
comuna 2,50,2024-06-23,18997
comuna 11,73,2024-07-31,43581
comuna 9,63,2024-06-25,6645
comuna 1,57,2024-06-25,16577
comuna 7,45,2024-06-25,9440
comuna 15,24,2024-06-25,4234
comuna 5,17,2024-07-31,39325
comuna 9,80,2024-06-25,47611
comuna 3,67,2024-06-23,24249
comuna 15,40,2024-06-23,31122
comuna 15,72,2024-06-25,11328
comuna 9,91,2024-06-23,33764
comuna 3,61,2024-06-25,22002
comuna 13,44,2024-01-30,48835
comuna 15,69,2024-06-23,711
comuna 14,97,2024-01-30,27926
comuna 11,72,2024-06-23,7116
comuna 5,67,2024-06-23,41521
comuna 8,28,2024-06-25,8020
comuna 9,71,2024-06-25,23156
comuna 12,63,2024-07-31,30242
comuna 4,90,2024-07-31,49922
comuna 6,80,2024-06-23,37794
comuna 11,50,2024-01-30,30007
comuna 4,75,2024-06-23,1660
comuna 15,28,2024-06-23,44886
comuna 2,97,2024-01-30,38298
comuna 4,29,2024-01-30,2226
comuna 16,51,2024-07-31,32993
comuna 16,83,2024-07-31,26681
comuna 2,36,2024-06-23,46330
comuna 1,32,2024-06-25,2028
comuna 9,69,2024-01-30,27032
comuna 12,36,2024-06-25,49690
comuna 3,36,2024-07-31,18761
comuna 6,72,2024-06-25,41510
comuna 8,68,2024-01-30,38856
comuna 1,59,2024-06-23,7100
comuna 11,84,2024-06-25,25022
comuna 12,61,2024-06-25,9184
comuna 12,27,2024-01-30,11168
comuna 1,74,2024-06-23,20569
comuna 7,13,2024-06-25,30706
comuna 13,82,2024-07-31,11824
comuna 1,63,2024-07-31,37457
comuna 6,16,2024-06-25,31735
comuna 14,87,2024-01-30,29384
comuna 5,71,2024-07-31,30628
comuna 10,100,2024-01-30,38467
comuna 8,30,2024-01-30,24012
comuna 3,31,2024-01-30,36820
comuna 7,80,2024-01-30,48517
comuna 9,99,2024-06-25,14273
comuna 1,65,2024-06-25,25380
comuna 12,66,2024-01-30,15353
comuna 7,45,2024-07-31,20968
comuna 14,57,2024-06-25,11934
comuna 5,91,2024-06-23,41439
comuna 16,64,2024-06-25,49218
comuna 11,26,2024-07-31,15008
comuna 1,77,2024-01-30,20699
comuna 13,64,2024-01-30,40083
comuna 6,97,2024-06-23,49192
comuna 7,57,2024-06-25,8043
comuna 13,86,2024-06-23,3927
comuna 3,28,2024-07-31,33431
comuna 10,77,2024-06-23,21083
comuna 10,38,2024-01-30,3960
comuna 14,49,2024-01-30,6781
comuna 11,76,2024-07-31,36328
comuna 11,56,2024-06-25,24353
comuna 11,96,2024-06-23,48500
comuna 16,43,2024-06-23,18274
comuna 15,81,2024-06-25,26842
comuna 10,16,2024-06-23,4921
comuna 11,87,2024-01-30,87
comuna 3,26,2024-07-31,19586
comuna 9,55,2024-07-31,25634
comuna 3,30,2024-06-23,28242
comuna 6,44,2024-01-30,18357
comuna 12,19,2024-06-25,19163
comuna 1,86,2024-07-31,17160
comuna 9,11,2024-07-31,7977
comuna 14,96,2024-06-25,6905
comuna 5,84,2024-06-25,28728
comuna 3,31,2024-01-30,18291
comuna 13,18,2024-01-30,18523
comuna 14,53,2024-07-31,32769
comuna 10,67,2024-06-23,2535
comuna 5,44,2024-01-30,35621
comuna 4,12,2024-01-30,33071
comuna 15,76,2024-06-23,6495
comuna 10,83,2024-06-23,43840
comuna 16,53,2024-06-25,11881
comuna 3,19,2024-06-25,34110
comuna 7,42,2024-06-25,36283
comuna 10,11,2024-07-31,29662
comuna 6,46,2024-07-31,38621
comuna 4,62,2024-07-31,33380
comuna 13,47,2024-06-23,30399
comuna 12,45,2024-06-23,19687
comuna 3,69,2024-07-31,3987
comuna 3,68,2024-06-23,44184
comuna 3,93,2024-06-25,8768
comuna 7,82,2024-07-31,33018
comuna 7,14,2024-06-23,25356
comuna 13,12,2024-07-31,725
comuna 3,39,2024-07-31,42032
comuna 13,78,2024-06-25,45368
comuna 1,30,2024-06-25,6733
comuna 10,35,2024-01-30,38307
comuna 5,97,2024-06-25,30246
comuna 7,53,2024-01-30,41222
comuna 15,76,2024-07-31,18616
comuna 8,58,2024-06-25,26370
comuna 8,95,2024-01-30,29360
comuna 4,52,2024-01-30,25295
comuna 4,48,2024-07-31,4805
comuna 11,26,2024-06-25,24988
comuna 9,95,2024-06-23,5024
comuna 1,53,2024-01-30,4673
comuna 8,13,2024-06-23,29581
comuna 1,15,2024-06-25,14896
comuna 10,60,2024-06-25,22144
comuna 3,97,2024-01-30,12368
comuna 4,84,2024-07-31,18506
comuna 8,56,2024-06-25,22252
comuna 1,24,2024-01-30,3367
comuna 14,68,2024-01-30,38383
comuna 15,82,2024-07-31,16674
comuna 6,23,2024-06-25,35778
comuna 14,36,2024-01-30,37463
comuna 1,94,2024-07-31,1947
comuna 2,45,2024-01-30,26227
comuna 6,71,2024-07-31,36274
comuna 9,73,2024-01-30,34152
comuna 12,97,2024-06-23,40016
comuna 5,93,2024-06-23,17077
comuna 7,81,2024-07-31,4333
comuna 6,56,2024-07-31,42814
comuna 10,69,2024-06-25,47999
comuna 7,84,2024-07-31,3769
comuna 1,77,2024-06-25,21904
comuna 1,11,2024-01-30,2673
comuna 16,23,2024-06-25,4625
comuna 9,59,2024-07-31,23730
comuna 9,81,2024-06-25,36245
comuna 2,87,2024-01-30,37713
comuna 16,48,2024-01-30,33103
comuna 2,91,2024-01-30,39183
comuna 14,21,2024-06-25,26136
comuna 8,33,2024-06-25,45929
comuna 15,35,2024-06-23,4495
comuna 10,58,2024-06-25,24448
comuna 9,96,2024-06-23,41064
comuna 8,70,2024-07-31,32502
comuna 10,52,2024-01-30,34327
comuna 15,30,2024-06-23,24710
comuna 11,74,2024-06-23,33710
comuna 8,65,2024-07-31,24053
comuna 3,88,2024-01-30,23850
comuna 10,87,2024-06-25,24751
comuna 6,64,2024-06-23,29219
comuna 15,86,2024-01-30,9345
comuna 14,89,2024-06-23,40025
comuna 9,46,2024-06-23,45115
comuna 11,56,2024-06-25,38657
comuna 10,76,2024-07-31,5588
comuna 10,70,2024-01-30,42491
comuna 1,84,2024-06-25,32226
comuna 14,85,2024-06-25,18698
comuna 4,86,2024-01-30,13084
comuna 2,86,2024-07-31,38957
comuna 8,30,2024-06-23,8190
comuna 8,74,2024-07-31,28369
comuna 10,61,2024-06-25,35993
comuna 15,43,2024-06-25,25273
comuna 2,54,2024-06-23,28428
comuna 9,10,2024-07-31,43341
comuna 15,60,2024-01-30,34660
comuna 9,53,2024-07-31,24344
comuna 4,27,2024-07-31,44574
comuna 2,22,2024-06-23,1055
comuna 4,28,2024-01-30,22047
comuna 7,20,2024-06-23,7295
comuna 6,85,2024-06-23,29702
comuna 15,57,2024-01-30,15880
comuna 8,72,2024-06-25,39910
comuna 7,90,2024-06-23,40380
comuna 10,37,2024-06-25,9755
comuna 7,38,2024-06-23,8647
comuna 11,100,2024-01-30,26218
comuna 16,75,2024-07-31,19500
comuna 4,44,2024-07-31,19512
comuna 12,85,2024-06-25,25286
comuna 15,80,2024-06-23,5786
comuna 10,21,2024-06-23,47504
comuna 16,78,2024-06-25,49136
comuna 9,47,2024-06-23,6707
comuna 5,27,2024-01-30,35145
comuna 2,62,2024-07-31,44317
comuna 12,95,2024-01-30,26508
comuna 7,47,2024-01-30,11326
comuna 8,34,2024-06-25,30810
comuna 16,39,2024-06-25,9462
comuna 3,56,2024-06-25,23487
comuna 12,48,2024-06-25,9890
comuna 11,69,2024-06-25,35341
comuna 3,34,2024-07-31,40689
comuna 14,58,2024-01-30,25841
comuna 10,31,2024-01-30,6454
comuna 4,83,2024-07-31,3112
comuna 8,38,2024-06-25,48962
comuna 9,95,2024-01-30,5042
comuna 11,71,2024-06-25,18567
comuna 4,26,2024-06-25,31844
comuna 2,11,2024-07-31,28353
comuna 13,93,2024-07-31,31291
comuna 15,81,2024-06-23,21338
comuna 11,21,2024-07-31,17844
comuna 7,51,2024-06-23,11709
comuna 3,44,2024-01-30,672
comuna 7,25,2024-06-23,5112
comuna 5,36,2024-07-31,45626
comuna 15,93,2024-06-25,31142
comuna 4,57,2024-01-30,28173
comuna 8,82,2024-07-31,12595
comuna 12,34,2024-07-31,23731
comuna 16,56,2024-06-25,5364
comuna 2,27,2024-07-31,23287
comuna 15,40,2024-06-25,8177
comuna 4,45,2024-06-23,20579
comuna 11,42,2024-01-30,7733
comuna 12,87,2024-06-25,2849
comuna 15,59,2024-06-25,29451
comuna 10,76,2024-01-30,1669
comuna 3,76,2024-06-25,29969
comuna 1,84,2024-07-31,23535
comuna 9,88,2024-06-23,15545
comuna 13,46,2024-01-30,29571
comuna 14,17,2024-06-23,18294
comuna 16,25,2024-06-23,25849
comuna 10,56,2024-06-25,12740
comuna 6,90,2024-07-31,27162
comuna 10,98,2024-07-31,9944
comuna 11,37,2024-06-23,16299
comuna 14,88,2024-06-23,21236
comuna 10,34,2024-06-23,16903
comuna 9,55,2024-07-31,16060
comuna 13,98,2024-06-25,25036
comuna 15,36,2024-07-31,11259
comuna 11,68,2024-06-25,23367
comuna 1,90,2024-01-30,10495
comuna 12,22,2024-07-31,9658
comuna 5,31,2024-01-30,39095
comuna 4,41,2024-07-31,5413
comuna 15,18,2024-01-30,47209
comuna 12,30,2024-01-30,47690
comuna 16,80,2024-06-23,19912
comuna 14,50,2024-06-23,16008
comuna 13,40,2024-07-31,25725
comuna 4,89,2024-06-25,7289
comuna 14,54,2024-06-23,40683
comuna 8,42,2024-07-31,39788
comuna 14,64,2024-07-31,7276
comuna 2,82,2024-01-30,7128
comuna 9,71,2024-07-31,37390
comuna 5,75,2024-06-23,34905
comuna 1,16,2024-01-30,34052
comuna 8,50,2024-01-30,48476
comuna 15,85,2024-01-30,22899
comuna 2,72,2024-06-25,20602
comuna 14,54,2024-07-31,16229
comuna 11,35,2024-07-31,13829
comuna 14,11,2024-06-25,4745
comuna 15,24,2024-01-30,47030
comuna 4,45,2024-07-31,18006
comuna 4,20,2024-06-23,27884
comuna 4,52,2024-06-25,4560
comuna 9,10,2024-06-25,36737
comuna 16,58,2024-06-25,47608
comuna 7,89,2024-07-31,20
comuna 3,72,2024-06-25,13122
comuna 1,70,2024-07-31,38827
comuna 8,66,2024-07-31,29872
comuna 2,68,2024-06-23,17542
comuna 1,65,2024-06-23,47167
comuna 6,22,2024-06-23,29099
comuna 10,67,2024-07-31,20943
comuna 8,90,2024-07-31,2067
comuna 11,47,2024-07-31,19849
comuna 14,42,2024-06-23,28056
comuna 14,46,2024-06-25,15005
comuna 3,57,2024-06-25,21856
comuna 7,60,2024-07-31,14490
comuna 16,19,2024-06-23,40803
comuna 4,86,2024-06-25,26696
comuna 11,30,2024-06-25,47640
comuna 12,83,2024-07-31,29184
comuna 15,34,2024-06-23,21404
comuna 6,69,2024-01-30,36764
comuna 2,40,2024-06-25,36795
comuna 9,73,2024-06-25,25554
comuna 7,29,2024-07-31,46375
comuna 16,39,2024-01-30,2527
comuna 7,28,2024-07-31,10450
comuna 11,39,2024-06-23,43781
comuna 1,21,2024-06-25,5847
comuna 5,35,2024-01-30,34577
comuna 16,46,2024-06-25,35644
comuna 16,35,2024-06-25,23910
comuna 3,37,2024-07-31,45625
comuna 4,38,2024-01-30,38620
comuna 1,41,2024-01-30,40890
comuna 16,71,2024-07-31,41508
comuna 8,11,2024-01-30,5237
comuna 1,72,2024-06-23,26082
comuna 13,89,2024-06-23,10102
comuna 11,20,2024-07-31,42483
comuna 7,11,2024-07-31,46845
comuna 1,75,2024-01-30,33089
comuna 14,97,2024-01-30,21536
comuna 10,12,2024-06-23,23228
comuna 12,26,2024-01-30,3551
comuna 3,83,2024-06-23,14588
comuna 8,61,2024-07-31,37553
comuna 16,84,2024-01-30,6601
comuna 12,39,2024-07-31,14759
comuna 11,44,2024-06-23,21436
comuna 7,52,2024-07-31,8660
comuna 4,91,2024-07-31,34934
comuna 7,28,2024-07-31,43371
comuna 11,41,2024-07-31,6217
comuna 14,53,2024-06-23,22228
comuna 1,37,2024-07-31,37661
comuna 14,74,2024-06-25,21184
comuna 8,87,2024-06-25,29088
comuna 15,16,2024-06-25,17912
comuna 13,71,2024-07-31,14991
comuna 8,18,2024-06-23,5566
comuna 4,92,2024-06-23,6581
comuna 15,25,2024-01-30,41350
comuna 3,52,2024-06-25,24255
comuna 2,78,2024-06-23,5221
comuna 12,49,2024-06-23,26128
comuna 11,62,2024-06-25,19775
comuna 6,14,2024-01-30,9929
comuna 15,66,2024-06-23,46944
comuna 12,38,2024-01-30,33219
comuna 9,27,2024-06-25,4085
comuna 7,24,2024-07-31,26128
comuna 1,17,2024-06-23,31266
comuna 10,36,2024-07-31,14952
comuna 15,54,2024-06-23,17545
comuna 13,92,2024-06-23,47489
comuna 16,68,2024-01-30,15295
comuna 16,81,2024-07-31,14039
comuna 4,80,2024-01-30,21375
comuna 12,56,2024-01-30,18919
comuna 1,93,2024-06-23,41944
comuna 1,32,2024-06-25,35370
comuna 12,73,2024-07-31,28484
comuna 4,28,2024-06-25,15961
comuna 15,33,2024-07-31,8224
comuna 11,68,2024-01-30,22550
comuna 10,48,2024-01-30,38717
comuna 15,87,2024-06-23,21018
comuna 4,28,2024-07-31,45753
comuna 11,33,2024-07-31,13738
comuna 14,40,2024-07-31,5781
comuna 8,90,2024-06-25,31611
comuna 3,75,2024-07-31,34520
comuna 3,89,2024-01-30,982
comuna 11,69,2024-01-30,10337
comuna 11,44,2024-06-25,44560
comuna 1,23,2024-06-23,10890
comuna 12,46,2024-07-31,28018
comuna 6,11,2024-07-31,13515
comuna 9,13,2024-06-23,4328
comuna 5,57,2024-07-31,49053
comuna 1,82,2024-06-23,26551
comuna 14,19,2024-01-30,27221
comuna 14,83,2024-01-30,5820
comuna 16,34,2024-06-25,47552
comuna 10,90,2024-07-31,10095
comuna 3,92,2024-07-31,8781
comuna 12,29,2024-01-30,29895
comuna 2,36,2024-01-30,40168
comuna 13,26,2024-06-25,38663
comuna 9,87,2024-06-25,78
comuna 13,60,2024-07-31,45772
comuna 8,58,2024-06-25,40020
comuna 4,56,2024-07-31,11199
comuna 16,25,2024-07-31,16986
comuna 8,44,2024-06-25,41525
comuna 4,94,2024-06-23,19935
comuna 9,72,2024-07-31,29459
comuna 11,57,2024-07-31,8803
comuna 4,97,2024-01-30,26243
comuna 13,29,2024-06-25,6369
comuna 8,33,2024-06-23,18401
comuna 13,28,2024-06-25,1785
comuna 14,28,2024-06-25,461
comuna 10,37,2024-06-23,25676
comuna 12,88,2024-07-31,37608
comuna 3,29,2024-06-25,10480
comuna 2,27,2024-07-31,32904
comuna 16,97,2024-07-31,18217
comuna 8,29,2024-07-31,1454
comuna 7,81,2024-01-30,39591
comuna 4,37,2024-07-31,5182
comuna 8,55,2024-07-31,26285
